RA	DEC	SNtype	mag_g	bar	redshift	Galtype2
145.81354	 36.28442	Ia       	17.80    	         	 0.02062 	S        
249.87029	 21.31544	Ia       	14.50    	B        	 0.03113 	S        
 30.90154	 24.07803	CC       	13.46    	B        	 0.00891 	S        
227.89967	  5.39653	Ia       	14.31    	         	 0.04014 	S        
162.84196	  8.57853	Ia       	13.90    	         	 0.02209 	E        
185.69750	 65.85125	Ia       	12.90    	B        	 0.00922 	S        
206.61117	 46.10242	CC       	12.38    	         	 0.00502 	S        
215.98258	 35.18478	Ia       	17.87    	         	 0.05541 	S        
267.09571	 54.14853	CC       	14.04    	         	 0.02218 	S        
175.47521	 10.42947	Ia       	18.96    	         	 0.15183 	S        
181.71529	 26.96017	Ia       	19.14    	         	 0.04600 	S        
186.20900	  8.43267	CC       	17.29    	         	 0.09014 	S        
214.74450	 35.38781	CC       	18.61    	         	 0.02700 	S        
213.93038	 16.19975	CC       	16.17    	         	 0.03867 	S        
229.13125	 54.45983	CC       	16.40    	B        	 0.04034 	S        
196.83529	 35.78439	Ia       	15.33    	         	 0.03658 	S        
140.99733	 14.16425	Ia       	19.01    	         	 0.13800 	S        
186.57433	 48.44708	Ia       	19.42    	         	 0.19000 	S        
146.37692	  6.54028	Ia       	17.72    	         	 0.08685 	S        
186.14713	 47.23800	Ia       	18.19    	         	 0.16332 	S        
138.80304	 19.09619	Ia       	19.45    	         	 0.22000 	S        
176.70883	 11.79869	CC       	19.30    	         	 0.11000 	S        
198.84646	 46.41928	CC       	16.33    	         	 0.05692 	S        
138.75008	 29.73531	Ia       	13.25    	         	 0.02116 	S        
325.53000	 -6.77378	Ia       	16.71    	B        	 0.05230 	S        
237.80050	 25.70778	Ia       	14.51    	         	 0.02147 	S0       
181.39208	 50.53850	CC       	11.00    	         	 0.00252 	S        
188.74313	 50.85122	Ia       	15.54    	B        	 0.04000 	S        
170.35542	 34.33981	Ia       	14.09    	         	 0.03490 	S0       
223.56446	 18.96467	Ia       	16.76    	         	 0.05823 	S0       
230.15867	  7.65903	Ia       	17.05    	         	 0.04546 	S0       
  8.68554	 -8.39933	CC       	10.79    	         	 0.00558 	S        
221.59425	 13.02417	Ia       	14.91    	B        	 0.04670 	S        
224.53329	  2.43425	IIn      	15.51    	         	 0.04373 	S        
208.04433	  2.32419	Ia       	13.18    	         	 0.02371 	E        
280.03458	 40.12681	Ia       	14.37    	         	 0.02358 	S0       
234.87433	 24.43481	CC       	17.66    	         	 0.03503 	S        
247.17138	 39.55347	Ia       	13.01    	         	 0.03020 	E        
264.60863	 53.38353	Ia       	17.81    	B        	 0.08000 	S        
251.67842	 75.25794	Ia       	15.90    	         	 0.04200 	S        
222.50050	 44.91828	Ia       	16.61    	         	 0.07997 	S        
231.95246	 41.59281	Ia       	17.62    	         	 0.08127 	S        
251.89504	 49.83344	CC       	16.56    	         	 0.04700 	S0       
341.09958	 -0.16167	Ia       	13.21    	         	 0.01616 	S        
246.29208	 40.88911	Ia       	13.14    	         	 0.02915 	E        
274.79971	 42.80606	IIn      	14.43    	         	 0.05394 	S        
216.02513	  7.76953	Ia       	16.25    	         	 0.05682 	E/S0     
247.43425	 40.81161	Ia       	12.76    	         	 0.02934 	E/S0     
165.81683	-16.76936	CC       	15.28    	         	 0.02666 	S        
213.90463	 14.28017	Ia       	13.32    	         	 0.01845 	S0       
333.72004	 17.51311	Ia       	17.58    	         	 0.06671 	S        
230.55675	 27.96703	Ia       	19.63    	         	 0.11000 	S        
 41.49317	 -7.58342	CC       	10.92    	         	 0.00470 	S        
 39.24254	 -5.34533	CC       	13.60    	         	 0.01475 	S        
342.60971	 10.91158	Ia       	15.36    	         	 0.08000 	E/S0     
245.55138	 57.27292	Ia       	14.67    	B        	 0.03065 	S0       
350.98433	 16.77500	Ia       	13.90    	         	 0.04080 	E        
341.44200	 11.13286	CC       	14.28    	         	 0.03902 	S        
262.79225	 36.42781	Ia       	14.58    	         	 0.04945 	E/S0     
 38.00129	  1.24819	Ia       	13.73    	         	 0.02200 	E        
 44.59983	  6.59308	Ia       	14.21    	B        	 0.02102 	S0       
 10.14221	  3.54142	Ia       	18.77    	         	 0.01700 	Im       
 14.19538	 -1.59758	Ia       	16.11    	B        	 0.04521 	S        
342.30308	 11.33733	Ia       	18.27    	         	 0.14000 	E        
334.11258	 16.47028	CC       	14.48    	         	 0.02517 	S        
 41.29333	 -4.71372	Ia       	13.84    	         	 0.02618 	S        
261.54688	 59.30869	Ia       	15.89    	         	 0.02739 	S        
 39.54838	 -1.31253	Ia       	12.74    	B        	 0.00877 	S        
190.96338	 -0.58178	Ia       	12.33    	         	 0.00874 	S        
246.71838	 51.55667	CC       	14.53    	         	 0.02952 	S        
 44.55913	  5.97203	Ia       	15.63    	B        	 0.02260 	S0       
  7.48350	 -4.58075	CC       	16.38    	         	 0.02517 	S        
346.22075	 12.33319	CC       	11.21    	B        	 0.00794 	S        
349.42796	 13.95686	Ia       	16.39    	         	 0.05563 	S        
114.40317	 41.94914	CC       	13.70    	B        	 0.01968 	S        
318.04071	 -1.47569	CC       	14.56    	         	 0.03189 	S        
 45.74588	-14.81719	Ia       	20.11    	         	 0.01835 	S        
120.49325	 15.05964	Ia       	14.83    	B        	 0.01613 	S        
129.06288	 28.06714	Ia       	14.09    	         	 0.01169 	S        
342.45171	 11.64633	CC       	17.57    	         	 0.02535 	S        
354.70804	 28.26506	Ia       	17.80    	         	 0.05800 	S        
 48.13538	 39.31167	CC       	14.00    	         	 0.01467 	S        
162.81075	  5.84967	CC       	11.34    	         	 0.00334 	S        
 10.30292	 -9.14806	Ia       	16.92    	B        	 0.05309 	S0       
175.98304	 10.78200	Ia       	13.99    	         	 0.01973 	S        
 44.09838	 41.67544	Ia       	21.17    	         	 0.17000 	S        
138.60063	 15.85286	Ia       	19.28    	         	 0.07184 	S        
336.49817	 17.22583	Ia       	18.02    	B        	 0.11000 	S        
161.75592	 26.54392	Ia       	14.04    	B        	 0.02099 	S        
212.74467	  6.36331	Ia       	13.51    	         	 0.01964 	S        
188.48508	 13.91917	IIn      	17.44    	         	 0.04600 	S        
192.97813	 26.06764	Ia       	16.90    	         	 0.04584 	S        
186.77758	  6.42592	CC       	16.67    	         	 0.02538 	S        
348.82071	 19.02292	Ia       	13.67    	B        	 0.01563 	S        
 35.15704	  2.40408	CC       	18.96    	         	 0.04000 	S        
153.20300	 43.18319	Ia       	19.01    	B        	 0.09300 	S        
176.01246	 55.69100	CC       	20.20    	         	 0.04980 	S        
194.85000	 27.99653	Ia       	17.79    	         	 0.01828 	E        
242.70838	 17.97669	CC       	15.07    	         	 0.03674 	S        
244.41858	 35.00281	Ia       	13.96    	         	 0.02982 	S0       
205.92079	  3.90003	Ia       	14.64    	         	 0.02320 	S        
138.15163	 34.85472	Ia       	16.91    	         	 0.06146 	S        
226.73754	 56.50772	CC       	14.15    	B        	 0.02955 	S        
259.05117	 31.79344	CC       	14.91    	         	 0.02287 	S        
220.47258	 10.75039	Ia       	16.05    	         	 0.05076 	S        
208.53642	 60.68067	Ia       	13.55    	B        	 0.01014 	S        
184.90638	 46.03222	CC       	18.20    	         	 0.05713 	S        
 34.94396	 -3.20292	Ia       	18.96    	         	 0.18300 	S        
162.06579	 57.40542	CC       	19.11    	         	 0.07400 	S        
164.42188	 57.61331	Ia       	18.13    	         	 0.08082 	S        
190.14550	-20.56133	Ia       	14.73    	         	 0.02865 	E/S0     
251.73088	 34.15983	IIn      	14.26    	B        	 0.03099 	S        
185.42275	 40.85533	CC       	13.50    	B        	 0.02303 	S        
211.04704	 33.30617	CC       	14.66    	B        	 0.02705 	S        
166.02738	  4.83297	CC       	18.63    	         	 0.02600 	S        
221.98242	 19.05492	Ia       	15.63    	B        	 0.04222 	S0       
220.92854	  3.97117	Ia       	19.35    	         	 0.03890 	Im       
157.93450	 46.66806	CC       	14.56    	         	 0.02476 	S        
253.19833	 51.06269	Ia       	14.79    	         	 0.02957 	S        
323.75404	 -0.51328	Ia       	15.58    	         	 0.03016 	E/S0     
209.36713	  6.09681	CC       	12.95    	         	 0.01448 	S        
  3.87375	 17.32806	Ia       	12.66    	         	 0.01808 	E        
242.54596	  0.75208	Ia       	17.68    	B        	 0.04258 	S        
 20.40742	  5.29442	Ia       	10.64    	         	 0.00757 	S        
257.35054	 22.21336	Ia       	14.48    	         	 0.04898 	S        
205.07496	 26.35331	CC       	15.86    	B        	 0.02840 	S        
312.05642	 -5.80361	CC       	15.11    	         	 0.02026 	S        
343.58471	 11.78186	CC       	16.62    	         	 0.02828 	S        
345.04542	 26.09922	Ia       	15.48    	         	 0.02281 	S        
244.56613	 55.38469	Ia       	20.99    	         	 0.32300 	S        
228.27717	 41.26819	CC       	13.69    	B        	 0.02905 	S        
145.51988	  0.33083	Ia       	11.97    	         	 0.00631 	S        
  8.68263	  9.91003	Ia       	15.94    	B        	 0.05700 	S        
234.66579	 41.00553	Ia       	15.31    	         	 0.02253 	S        
210.64975	 32.50853	CC       	14.16    	         	 0.01450 	S        
259.45792	 40.88111	Ia       	18.51    	B        	 0.03650 	S        
253.23913	  2.38789	Ia       	13.27    	         	 0.02426 	S        
  4.35708	 -0.97714	CC       	14.72    	         	 0.01805 	S        
 38.49567	 44.34728	CC       	13.98    	         	 0.01694 	S        
311.41463	 -5.58661	CC       	15.10    	         	 0.02698 	S        
121.60150	  1.03586	Ia       	13.81    	         	 0.01528 	S        
 54.46921	  4.94783	Ia       	15.26    	B        	 0.03210 	S        
  4.70838	-10.36128	CC       	14.27    	         	 0.02690 	S        
 36.41308	 24.76489	Ia       	17.14    	         	 0.07600 	S0       
256.20913	 12.92678	CC       	15.38    	         	 0.03216 	S        
 28.42488	 29.93461	Ia       	14.19    	         	 0.02555 	S        
 21.44808	 -1.37492	CC       	16.61    	         	 0.01870 	Im       
346.45433	  3.52239	CC       	13.20    	B        	 0.01647 	S        
341.43833	 11.13156	CC       	14.28    	         	 0.03902 	S        
 27.70404	 32.54969	CC       	14.49    	B        	 0.03781 	S        
339.55492	 35.49167	Ia       	13.95    	B        	 0.02693 	S        
335.08413	 17.05617	Ia       	15.83    	         	 0.03441 	S        
130.83921	 45.73833	CC       	13.66    	         	 0.00654 	S        
 52.45208	  6.54869	Ia       	17.09    	         	 0.05200 	S        
328.59688	 15.15572	CC       	13.91    	         	 0.02455 	S        
349.80996	 26.05339	CC       	14.66    	         	 0.02093 	S        
144.37625	 23.15933	Ia       	14.51    	         	 0.02505 	S        
 14.39838	 -1.39258	Ia       	14.48    	         	 0.04473 	E        
111.86033	 33.81161	Ia       	14.18    	         	 0.01333 	S0       
131.77879	 28.23817	CC       	14.39    	B        	 0.02115 	S        
347.43158	  5.69894	IIn      	18.99    	         	 0.04200 	S        
180.69529	  2.40169	CC       	18.37    	         	 0.02000 	Im       
350.09304	 27.31606	CC       	13.61    	         	 0.01451 	S        
 54.01471	  1.10111	Ia       	15.28    	         	 0.04074 	E/S0     
171.82283	  3.75925	Ia       	15.26    	B        	 0.03523 	S0       
177.57100	 43.96306	Ia       	18.61    	         	 0.07113 	S0       
161.90904	 38.92358	Ia       	15.53    	B        	 0.03567 	S        
 35.86992	  5.59183	Ia       	21.05    	         	 0.07000 	S        
217.16025	 30.63597	Ia       	15.32    	         	 0.01275 	S        
139.08875	 17.72794	CC       	14.40    	         	 0.02596 	S        
130.84233	 10.72989	Ia       	14.93    	         	 0.04680 	S        
 48.11063	 19.25178	Ia       	14.68    	         	 0.03236 	S0       
217.27092	 41.91186	Ia       	16.83    	         	 0.03519 	S        
119.85175	 16.41894	IIn      	14.39    	B        	 0.01616 	S        
178.46263	 33.36286	Ia       	14.07    	B        	 0.01070 	S        
 45.85504	  4.49442	CC       	15.05    	         	 0.01953 	S        
181.13725	 20.20317	Ia       	13.85    	         	 0.02069 	S        
266.77633	 57.30131	Ia       	14.55    	         	 0.02823 	S        
140.71925	 21.98769	Ia       	14.28    	         	 0.03389 	S        
245.14479	 21.20228	Ia       	15.45    	B        	 0.03267 	S        
203.56125	 37.20967	CC       	15.35    	         	 0.01841 	S        
194.22454	 22.37450	CC       	15.26    	         	 0.02219 	S        
244.17650	  0.24164	CC       	14.45    	         	 0.03065 	S        
169.47867	 -2.09589	Ia       	13.82    	         	 0.02476 	S        
  6.58013	 -4.49511	CC       	14.27    	         	 0.01328 	S        
189.48896	 34.01917	CC       	14.83    	         	 0.02249 	S        
182.42421	 56.51983	Ia       	14.00    	         	 0.02632 	S        
355.04800	 27.42839	Ia       	17.23    	         	 0.03100 	E/S0     
208.58317	 32.92761	CC       	14.08    	B        	 0.02608 	S        
257.51508	 32.50033	Ia       	14.42    	         	 0.02917 	E/S0     
  8.21350	 11.73542	CC       	15.23    	         	 0.01636 	S        
